id,log_id,invoice_nr,isxml_invoice_nr,bill_year,bill_month,service_year,service_month,sold_to,bill_to,requester,product_number,product_code,iata_product_code,sis_product_cat_descript,distr_channel_code,distr_channel_descript,product_descript_n,billing_territory,country_code,country,office_owner,reach_code,reach_descript,itinerary_code,itinerary_descript,spec_pricing_rule1,spec_pricing_rule1_descript,doc_currency,net_amount_currency,operating_airline,prodnr_prefix,pricingkey_description,billable,acceptance_channel,marketing_carrier,quantity,unit_price_doc_currency,curr_rate
2,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,AU,Australia,,O,Global,,,,,EUR,0.72,BT,,,TRUE,,,1088,0.03,1
4,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,BE,Belgium,,T,Regional,,,,,EUR,5.22,BT,,,TRUE,,,7888,0.03,1
6,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,BE,Belgium,,T,Regional,,,,,EUR,0.9,BT,,,TRUE,,,1360,0.03,1
8,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,AR,Argentina,,O,Global,,,,,EUR,0.18,BT,,,TRUE,,,272,0.03,1
10,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,AU,Australia,,O,Global,,,,,EUR,0.09,BT,,,TRUE,,,136,0.03,1
12,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,AT,Austria,,T,Regional,,,,,EUR,4.68,BT,,,TRUE,,,7072,0.03,1
14,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,AT,Austria,,T,Regional,,,,,EUR,0.81,BT,,,TRUE,,,1224,0.03,1
16,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,28,Corporation w/ TA,Resource Planning Service,,AT,Austria,,T,Regional,,,,,EUR,0.27,BT,,,TRUE,,,408,0.03,1
18,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,BD,Bangladesh,,O,Global,,,,,EUR,-0.09,BT,,,TRUE,,,-136,0.03,1
20,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,BE,Belgium,,T,Regional,,,,,EUR,6.57,BT,,,TRUE,,,9928,0.03,1
22,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,KG,Kyrgyzstan,,O,Global,,,,,EUR,5.4,BT,,,TRUE,,,8160,0.03,1
24,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,KZ,Kazakhstan,,O,Global,,,,,EUR,15.93,BT,,,TRUE,,,24072,0.03,1
26,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,TJ,Tajikistan,,O,Global,,,,,EUR,0.9,BT,,,TRUE,,,1360,0.03,1
28,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,UZ,Uzbekistan,,O,Global,,,,,EUR,30.24,BT,,,TRUE,,,45696,0.03,1
30,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,HR,Croatia,,T,Regional,,,,,EUR,0.18,BT,,,TRUE,,,272,0.03,1
32,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,CM,Cameroon,,O,Global,,,,,EUR,0.18,BT,,,TRUE,,,272,0.03,1
34,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,GM,Gambia,,O,Global,,,,,EUR,-0.18,BT,,,TRUE,,,-272,0.03,1
36,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,BR,Brazil,,O,Global,,,,,EUR,0.54,BT,,,TRUE,,,816,0.03,1
38,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,BR,Brazil,,O,Global,,,,,EUR,-0.18,BT,,,TRUE,,,-272,0.03,1
40,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,BG,Bulgaria,,T,Regional,,,,,EUR,3.87,BT,,,TRUE,,,5848,0.03,1
42,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,CA,Canada,,O,Global,,,,,EUR,4.41,BT,,,TRUE,,,6664,0.03,1
44,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,CN,China,,O,Global,,,,,EUR,2.43,BT,,,TRUE,,,3672,0.03,1
46,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,CL,Chile,,O,Global,,,,,EUR,0.36,BT,,,TRUE,,,544,0.03,1
48,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,AZ,Azerbaijan,,O,Global,,,,,EUR,13.95,BT,,,TRUE,,,21080,0.03,1
86,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,DZ,Algeria,,O,Global,,,,,EUR,0.36,BT,,,TRUE,,,544,0.03,1
100,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,NL,Netherlands,,T,Regional,,,,,EUR,15.03,BT,,,TRUE,,,22712,0.03,1
102,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,NL,Netherlands,,T,Regional,,,,,EUR,0.09,BT,,,TRUE,,,136,0.03,1
104,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,KR,South Korea,,O,Global,,,,,EUR,0.36,BT,,,TRUE,,,544,0.03,1
106,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,KR,South Korea,,O,Global,,,,,EUR,0.45,BT,,,TRUE,,,680,0.03,1
108,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,JP,Japan,,O,Global,,,,,EUR,2.52,BT,,,TRUE,,,3808,0.03,1
110,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,IT,Italy,,T,Regional,,,,,EUR,219.24,BT,,,TRUE,,,331296,0.03,1
112,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,GH,Ghana,,O,Global,,,,,EUR,-0.18,BT,,,TRUE,,,-272,0.03,1
114,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,CY,Cyprus,,T,Regional,,,,,EUR,16.47,BT,,,TRUE,,,24888,0.03,1
116,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,GR,Greece,,T,Regional,,,,,EUR,74.88,BT,,,TRUE,,,113152,0.03,1
118,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,GR,Greece,,T,Regional,,,,,EUR,0.54,BT,,,TRUE,,,816,0.03,1
120,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,GR,Greece,,T,Regional,,,,,EUR,408.33,BT,,,TRUE,,,617032,0.03,1
122,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,HK,Hong Kong,,O,Global,,,,,EUR,3.33,BT,,,TRUE,,,5032,0.03,1
124,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,IT,Italy,,T,Regional,,,,,EUR,69.66,BT,,,TRUE,,,105264,0.03,1
126,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,IE,Ireland,,T,Regional,,,,,EUR,0.09,BT,,,TRUE,,,136,0.03,1
128,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,ID,Indonesia,,O,Global,,,,,EUR,0.18,BT,,,TRUE,,,272,0.03,1
130,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,IN,India,,O,Global,,,,,EUR,0.18,BT,,,TRUE,,,272,0.03,1
132,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,IN,India,,O,Global,,,,,EUR,-0.09,BT,,,TRUE,,,-136,0.03,1
134,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,BA,Bosnia-Herz.,,T,Regional,,,,,EUR,0.18,BT,,,TRUE,,,272,0.03,1
136,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,HU,Hungary,,T,Regional,,,,,EUR,2.34,BT,,,TRUE,,,3536,0.03,1
138,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,IT,Italy,,T,Regional,,,,,EUR,-167.58,BT,,,TRUE,,,-253232,0.03,1
140,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,IT,Italy,,T,Regional,,,,,EUR,1.08,BT,,,TRUE,,,1632,0.03,1
142,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,NL,Netherlands,,T,Regional,,,,,EUR,14.94,BT,,,TRUE,,,22576,0.03,1
144,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,HU,Hungary,,T,Regional,,,,,EUR,1.44,BT,,,TRUE,,,2176,0.03,1
146,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,IL,Israel,,O,Global,,,,,EUR,-19.26,BT,,,TRUE,,,-29104,0.03,1
148,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,IE,Ireland,,T,Regional,,,,,EUR,1.08,BT,,,TRUE,,,1632,0.03,1
150,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,EE,Estonia,,T,Regional,,,,,EUR,787.59,BT,,,TRUE,,,1190136,0.03,1
152,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,EE,Estonia,,T,Regional,,,,,EUR,5.49,BT,,,TRUE,,,8296,0.03,1
154,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,FI,Finland,,M,Local,,,,,EUR,0.36,BT,,,TRUE,,,544,0.03,1
156,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,FI,Finland,,M,Local,,,,,EUR,14.13,BT,,,TRUE,,,21352,0.03,1
158,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,FI,Finland,,M,Local,,,,,EUR,-0.18,BT,,,TRUE,,,-272,0.03,1
160,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,FI,Finland,,M,Local,,,,,EUR,54.54,BT,,,TRUE,,,82416,0.03,1
162,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,CZ,Czech Republic,,T,Regional,,,,,EUR,16.56,BT,,,TRUE,,,25024,0.03,1
164,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,DK,Denmark,,T,Regional,,,,,EUR,158.58,BT,,,TRUE,,,239632,0.03,1
166,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,DK,Denmark,,T,Regional,,,,,EUR,201.33,BT,,,TRUE,,,304232,0.03,1
168,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,KE,Kenya,,O,Global,,,,,EUR,-0.18,BT,,,TRUE,,,-272,0.03,1
170,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,EG,Egypt,,O,Global,,,,,EUR,0.99,BT,,,TRUE,,,1496,0.03,1
172,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,EE,Estonia,,T,Regional,,,,,EUR,2.61,BT,,,TRUE,,,3944,0.03,1
174,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,FR,France,,T,Regional,,,,,EUR,-0.09,BT,,,TRUE,,,-136,0.03,1
176,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,FR,France,,T,Regional,,,,,EUR,183.24,BT,,,TRUE,,,276896,0.03,1
178,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,DE,Germany,,T,Regional,,,,,EUR,2.16,BT,,,TRUE,,,3264,0.03,1
180,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,DE,Germany,,T,Regional,,,,,EUR,399.51,BT,,,TRUE,,,603704,0.03,1
182,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,DE,Germany,,T,Regional,,,,,EUR,27.18,BT,,,TRUE,,,41072,0.03,1
184,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,DE,Germany,,T,Regional,,,,,EUR,200.88,BT,,,TRUE,,,303552,0.03,1
186,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,FI,Finland,,M,Local,,,,,EUR,1.8,BT,,,TRUE,,,2720,0.03,1
188,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,FI,Finland,,M,Local,,,,,EUR,5.31,BT,,,TRUE,,,8024,0.03,1
190,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,FI,Finland,,M,Local,,,,,EUR,20.88,BT,,,TRUE,,,31552,0.03,1
192,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,FI,Finland,,M,Local,,,,,EUR,877.68,BT,,,TRUE,,,1326272,0.03,1
194,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,FR,France,,T,Regional,,,,,EUR,7.29,BT,,,TRUE,,,11016,0.03,1
196,761,296475,,2013,4,2013,4,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,FR,France,,T,Regional,,,,,EUR,92.7,BT,,,TRUE,,,140080,0.03,1
200,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,21,Travel agency (TA),Digital Transaction Processing,B3,UZ,Uzbekistan,,,,,,,,EUR,257.28,BT,,,TRUE,,,36448,0.33,1
202,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,21,Travel agency (TA),Digital Transaction Processing,B1,CH,Switzerland,,,,,,,,EUR,115.2,BT,,,TRUE,,,16320,0.33,1
204,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,21,Travel agency (TA),Digital Transaction Processing,B1,CZ,Czech Republic,,,,,,,,EUR,102.72,BT,,,TRUE,,,14552,0.33,1
206,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,24,Online Travel Agency,Digital Transaction Processing,B1,SK,Slovakia,,,,,,,,EUR,9.6,BT,,,TRUE,,,1360,0.33,1
208,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,24,Online Travel Agency,Digital Transaction Processing,B1,EE,Estonia,,,,,,,,EUR,0.96,BT,,,TRUE,,,136,0.33,1
210,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,21,Travel agency (TA),Digital Transaction Processing,B1,CY,Cyprus,,,,,,,,EUR,38.4,BT,,,TRUE,,,5440,0.33,1
212,761,296475,,2013,4,2013,4,BT,BT,,5289,ARHSAIRPOR,IHH1,IT Hosting or Hardware,,,External System Connectivity,,LV,Latvia,,,,,,,,EUR,1264,,,,TRUE,,,272,218.84,1
214,761,296477,,2013,4,2013,4,BT,BT,,5289,ARHSAIRPOR,IHH1,IT Hosting or Hardware,,,External System Connectivity,,LV,Latvia,,,,,,,,EUR,6760,,,,TRUE,,,1360,234.07,1
218,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,21,Travel agency (TA),Digital Transaction Processing,B1,AT,Austria,,,,,,,,EUR,277.44,BT,,,TRUE,,,39304,0.33,1
220,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,28,Corporation w/ TA,Digital Transaction Processing,B1,AT,Austria,,,,,,,,EUR,13.44,BT,,,TRUE,,,1904,0.33,1
222,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,21,Travel agency (TA),Digital Transaction Processing,B3,KG,Kyrgyzstan,,,,,,,,EUR,26.88,BT,,,TRUE,,,3808,0.33,1
224,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,21,Travel agency (TA),Digital Transaction Processing,B3,UA,Ukraine,,,,,,,,EUR,206.4,BT,,,TRUE,,,29240,0.33,1
226,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,21,Travel agency (TA),Digital Transaction Processing,B1,LT,Lithuania,,,,,,,,EUR,5299.2,BT,,,TRUE,,,750720,0.33,1
1826,761,296477,,2013,4,2013,4,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,BE,Belgium,,,,,,,,EUR,0.03,AB,,,TRUE,,,136,0.01,1
228,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,21,Travel agency (TA),Digital Transaction Processing,B1,LU,Luxembourg,,,,,,,,EUR,11.52,BT,,,TRUE,,,1632,0.33,1
230,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,21,Travel agency (TA),Digital Transaction Processing,B1,IE,Ireland,,,,,,,,EUR,7.68,BT,,,TRUE,,,1088,0.33,1
232,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,24,Online Travel Agency,Digital Transaction Processing,B1,NL,Netherlands,,,,,,,,EUR,287.04,BT,,,TRUE,,,40664,0.33,1
234,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,24,Online Travel Agency,Digital Transaction Processing,B1,PL,Poland,,,,,,,,EUR,0.96,BT,,,TRUE,,,136,0.33,1
236,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,24,Online Travel Agency,Digital Transaction Processing,B1,GR,Greece,,,,,,,,EUR,3928.32,BT,,,TRUE,,,556512,0.33,1
238,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,24,Online Travel Agency,Digital Transaction Processing,B1,DE,Germany,,,,,,,,EUR,936,BT,,,TRUE,,,132600,0.33,1
240,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,24,Online Travel Agency,Digital Transaction Processing,B1,HU,Hungary,,,,,,,,EUR,4.8,BT,,,TRUE,,,680,0.33,1
242,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,24,Online Travel Agency,Digital Transaction Processing,B2,IL,Israel,,,,,,,,EUR,1.92,BT,,,TRUE,,,272,0.33,1
244,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,24,Online Travel Agency,Digital Transaction Processing,B1,IT,Italy,,,,,,,,EUR,102.72,BT,,,TRUE,,,14552,0.33,1
246,761,296475,,2013,4,2013,4,BT,BT,,55,ARDOE,GDF1,Distribution Fees,21,Travel agency (TA),Digital Transaction Processing,D2,JP,Japan,,,,,,,,USD,14.4,BT,,,TRUE,,,2040,0.33,0.766666667
260,761,296475,,2013,4,2013,3,BT,BT,,55,ARDOE,GDF1,Distribution Fees,21,Travel agency (TA),Digital Transaction Processing,A1,US,USA,,,,,,,,USD,0.96,BT,,,TRUE,,,136,0.33,0.770833333
284,761,296475,,2013,4,2013,4,BT,BT,,5289,ARHSAIRPOR,IHH1,IT Hosting or Hardware,,,External System Connectivity,,LV,Latvia,,,,,,,,EUR,5688,,,,TRUE,,,1632,164.13,1
298,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,21,Travel agency (TA),Payment Authorization Service,B3,UA,Ukraine,,,,,,,,EUR,0.3,BT,,,TRUE,,,272,0.05,1
300,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,21,Travel agency (TA),Payment Authorization Service,B1,LV,Latvia,,,,,,,,EUR,44.7,BT,,,TRUE,,,40528,0.05,1
302,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,21,Travel agency (TA),Payment Authorization Service,B1,IE,Ireland,,,,,,,,EUR,0.3,BT,,,TRUE,,,272,0.05,1
304,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,21,Travel agency (TA),Payment Authorization Service,B1,NL,Netherlands,,,,,,,,EUR,49.95,BT,,,TRUE,,,45288,0.05,1
306,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,21,Travel agency (TA),Payment Authorization Service,B1,PL,Poland,,,,,,,,EUR,13.5,BT,,,TRUE,,,12240,0.05,1
308,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,24,Online Travel Agency,Payment Authorization Service,B1,ES,Spain,,,,,,,,EUR,18.9,BT,,,TRUE,,,17136,0.05,1
310,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,21,Travel agency (TA),Payment Authorization Service,B1,FR,France,,,,,,,,EUR,60.45,BT,,,TRUE,,,54808,0.05,1
312,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,21,Travel agency (TA),Payment Authorization Service,B1,CY,Cyprus,,,,,,,,EUR,0.45,BT,,,TRUE,,,408,0.05,1
314,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,24,Online Travel Agency,Payment Authorization Service,B1,GR,Greece,,,,,,,,EUR,145.8,BT,,,TRUE,,,132192,0.05,1
316,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,24,Online Travel Agency,Payment Authorization Service,B1,DE,Germany,,,,,,,,EUR,77.85,BT,,,TRUE,,,70584,0.05,1
318,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,21,Travel agency (TA),Payment Authorization Service,B2,IL,Israel,,,,,,,,EUR,0.15,BT,,,TRUE,,,136,0.05,1
320,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,24,Online Travel Agency,Payment Authorization Service,B1,IT,Italy,,,,,,,,EUR,98.85,BT,,,TRUE,,,89624,0.05,1
322,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,24,Online Travel Agency,Payment Authorization Service,B1,DK,Denmark,,,,,,,,EUR,82.95,BT,,,TRUE,,,75208,0.05,1
324,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,21,Travel agency (TA),Payment Authorization Service,A1,US,USA,,,,,,,,EUR,9.75,BT,,,TRUE,,,8840,0.05,1
326,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,24,Online Travel Agency,Payment Authorization Service,A1,US,USA,,,,,,,,EUR,75.3,BT,,,TRUE,,,68272,0.05,1
336,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,24,Online Travel Agency,Payment Authorization Service,B1,NO,Norway,,,,,,,,EUR,223.5,BT,,,TRUE,,,202640,0.05,1
338,761,296475,,2013,4,2013,4,BT,BT,,350,SVFUCCA,GDF1,Distribution Fees,21,Travel agency (TA),Payment Authorization Service,B1,SE,Sweden,,,,,,,,EUR,31.5,BT,,,TRUE,,,28560,0.05,1
