id,log_id,invoice_nr,isxml_invoice_nr,bill_year,bill_month,service_year,service_month,sold_to,bill_to,requester,product_number,product_code,iata_product_code,sis_product_cat_descript,distr_channel_code,distr_channel_descript,product_descript_n,billing_territory,country_code,country,office_owner,reach_code,reach_descript,itinerary_code,itinerary_descript,spec_pricing_rule1,spec_pricing_rule1_descript,doc_currency,net_amount_currency,operating_airline,prodnr_prefix,pricingkey_description,billable,acceptance_channel,marketing_carrier,quantity,unit_price_doc_currency,curr_rate
51354,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,FI,Finland,,T,Regional,O,Domestic,,,EUR,5.56,AF,,,TRUE,,,136,1.93,1
51356,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,FI,Finland,,T,Regional,O,Domestic,,,EUR,55.6,AZ,,,TRUE,,,1360,1.93,1
51358,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,FI,Finland,,T,Regional,R,International-Inter,,,EUR,38.92,BT,,,TRUE,,,952,1.93,1
51360,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,FI,Finland,,T,Regional,R,International-Inter,,,EUR,5.56,B2,,,TRUE,,,136,1.93,1
51362,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,FI,Finland,,T,Regional,R,International-Inter,,,EUR,27.8,B2,,,TRUE,,,680,1.93,1
51364,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,FI,Finland,,T,Regional,T,International-Intra,,,EUR,984.12,BT,,,TRUE,,,24072,1.93,1
51366,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,FI,Finland,,T,Regional,T,International-Intra,,,EUR,11.12,SN,,,TRUE,,,272,1.93,1
51368,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,28,Corporation w/ TA,Online Reservation Service,B1,FI,Finland,,T,Regional,T,International-Intra,,,EUR,116.76,BT,,,TRUE,,,2856,1.93,1
51370,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,FR,France,,T,Regional,R,International-Inter,,,EUR,100.08,BT,,,TRUE,,,2448,1.93,1
51372,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,FR,France,,T,Regional,T,International-Intra,,,EUR,2012.72,BT,,,TRUE,,,49232,1.93,1
51374,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,FR,France,,T,Regional,O,Domestic,,,EUR,11.12,AZ,,,TRUE,,,272,1.93,1
51376,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,FR,France,,T,Regional,O,Domestic,,,EUR,16.68,AF,,,TRUE,,,408,1.93,1
51378,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,FR,France,,T,Regional,R,International-Inter,,,EUR,22.24,B2,,,TRUE,,,544,1.93,1
51380,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,FR,France,,T,Regional,R,International-Inter,,,EUR,50.04,UN,,,TRUE,,,1224,1.93,1
51382,1065,334212,11486,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,D2,JP,Japan,,O,Global,T,International-Intra,,,USD,147.63,BT,,,TRUE,,,2856,2.43,0.753369911
51384,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B3,MD,Moldova,,O,Global,R,International-Inter,,,EUR,6.72,HY,,,TRUE,,,136,2.33,1
51386,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B3,MD,Moldova,,O,Global,R,International-Inter,,,EUR,1834.56,BT,,,TRUE,,,37128,2.33,1
51388,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B3,MD,Moldova,,O,Global,T,International-Intra,,,EUR,1209.6,BT,,,TRUE,,,24480,2.33,1
51390,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B3,UA,Ukraine,,O,Global,R,International-Inter,,,EUR,6.72,SU,,,TRUE,,,136,2.33,1
51392,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B3,UA,Ukraine,,O,Global,R,International-Inter,,,EUR,2654.4,BT,,,TRUE,,,53720,2.33,1
51394,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B3,UA,Ukraine,,O,Global,R,International-Inter,,,EUR,20.16,UN,,,TRUE,,,408,2.33,1
51396,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B3,UA,Ukraine,,O,Global,T,International-Intra,,,EUR,739.2,BT,,,TRUE,,,14960,2.33,1
51398,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B3,MD,Moldova,,O,Global,R,International-Inter,,,EUR,26.88,BT,,,TRUE,,,544,2.33,1
51400,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B3,UA,Ukraine,,O,Global,O,Domestic,,,EUR,6.72,AZ,,,TRUE,,,136,2.33,1
51402,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B3,UA,Ukraine,,O,Global,R,International-Inter,,,EUR,80.64,SU,,,TRUE,,,1632,2.33,1
51404,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B3,UA,Ukraine,,O,Global,T,International-Intra,,,EUR,1290.24,BT,,,TRUE,,,26112,2.33,1
51406,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,LT,Lithuania,,T,Regional,R,International-Inter,,,EUR,44.48,UN,,,TRUE,,,1088,1.93,1
51408,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,LT,Lithuania,,T,Regional,R,International-Inter,,,EUR,27.8,EY,,,TRUE,,,680,1.93,1
51410,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,LT,Lithuania,,T,Regional,R,International-Inter,,,EUR,11.12,HY,,,TRUE,,,272,1.93,1
51412,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,LT,Lithuania,,T,Regional,T,International-Intra,,,EUR,36796.08,BT,,,TRUE,,,900048,1.93,1
51414,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,LT,Lithuania,,T,Regional,T,International-Intra,,,EUR,5.56,A3,,,TRUE,,,136,1.93,1
51416,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,LT,Lithuania,,T,Regional,T,International-Intra,,,EUR,2796.68,BT,,,TRUE,,,68408,1.93,1
51418,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,LV,Latvia,,M,Local,O,Domestic,,,EUR,34,AB,,,TRUE,,,1360,1.18,1
51420,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,DE,Germany,,T,Regional,R,International-Inter,,,EUR,33.36,SU,,,TRUE,,,816,1.93,1
51422,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,DE,Germany,,T,Regional,T,International-Intra,,,EUR,5.56,SN,,,TRUE,,,136,1.93,1
51424,1065,334212,11486,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,D2,HK,Hong Kong,,O,Global,T,International-Intra,,,USD,14.06,BT,,,TRUE,,,272,2.43,0.753200569
51426,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,HU,Hungary,,T,Regional,T,International-Intra,,,EUR,300.24,BT,,,TRUE,,,7344,1.93,1
51428,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B2,IL,Israel,,O,Global,O,Domestic,,,EUR,6.72,AB,,,TRUE,,,136,2.33,1
51430,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B2,IL,Israel,,O,Global,R,International-Inter,,,EUR,2808.96,BT,,,TRUE,,,56848,2.33,1
51432,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B2,IL,Israel,,O,Global,T,International-Intra,,,EUR,369.6,BT,,,TRUE,,,7480,2.33,1
51434,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B2,IL,Israel,,O,Global,T,International-Intra,,,EUR,40.32,BT,,,TRUE,,,816,2.33,1
51436,1065,334212,11486,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,D1,IN,India,,O,Global,R,International-Inter,,,USD,7.03,BT,,,TRUE,,,136,2.43,0.753911807
51438,1065,334212,11486,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,D1,IN,India,,O,Global,T,International-Intra,,,USD,-7.03,BT,,,TRUE,,,-136,2.43,0.753911807
51440,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,IT,Italy,,T,Regional,O,Domestic,,,EUR,127.88,AZ,,,TRUE,,,3128,1.93,1
51442,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,IT,Italy,,T,Regional,O,Domestic,,,EUR,5.56,AF,,,TRUE,,,136,1.93,1
51444,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,IT,Italy,,T,Regional,R,International-Inter,,,EUR,116.76,SU,,,TRUE,,,2856,1.93,1
51446,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,IT,Italy,,T,Regional,R,International-Inter,,,EUR,61.16,UN,,,TRUE,,,1496,1.93,1
51448,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,IT,Italy,,T,Regional,T,International-Intra,,,EUR,7372.56,BT,,,TRUE,,,180336,1.93,1
51450,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,IT,Italy,,T,Regional,R,International-Inter,,,EUR,211.28,BT,,,TRUE,,,5168,1.93,1
51452,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,IT,Italy,,T,Regional,R,International-Inter,,,EUR,5.56,B2,,,TRUE,,,136,1.93,1
51454,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,IT,Italy,,T,Regional,R,International-Inter,,,EUR,11.12,BT,,,TRUE,,,272,1.93,1
51456,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,IT,Italy,,T,Regional,T,International-Intra,,,EUR,22.24,BT,,,TRUE,,,544,1.93,1
51458,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,TR,Turkey,,T,Regional,R,International-Inter,,,EUR,44.48,BT,,,TRUE,,,1088,1.93,1
51460,1065,334214,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,IHH1,IT Hosting or Hardware,25,Online Altéa,Online Reservation Service,B1,LV,Latvia,BT,M,Local,R,International-Inter,OWNYNT,Own flight,EUR,90.86,B2,,,TRUE,,,16048,0.27,1
51462,1065,334214,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,IHH1,IT Hosting or Hardware,25,Online Altéa,Online Reservation Service,B1,LV,Latvia,BT,M,Local,O,Domestic,OWNYNT,Own flight,EUR,43.12,AB,,,TRUE,,,7616,0.27,1
51464,1065,334214,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,IHH1,IT Hosting or Hardware,25,Online Altéa,Online Reservation Service,B1,LV,Latvia,BT,M,Local,R,International-Inter,OWNYNT,Own flight,EUR,5.39,HY,,,TRUE,,,952,0.27,1
51466,1065,334214,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,IHH1,IT Hosting or Hardware,25,Online Altéa,Online Reservation Service,B1,LV,Latvia,BT,M,Local,R,International-Inter,OWNYNT,Own flight,EUR,257.95,UN,,,TRUE,,,45560,0.27,1
51468,1065,334214,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,IHH1,IT Hosting or Hardware,25,Online Altéa,Online Reservation Service,B1,LV,Latvia,BT,M,Local,O,Domestic,OWNYNT,Own flight,EUR,10.01,A3,,,TRUE,,,1768,0.27,1
51470,1065,334214,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,IHH1,IT Hosting or Hardware,25,Online Altéa,Online Reservation Service,B1,EE,Estonia,BT,T,Regional,R,International-Inter,OWNYNT,Own flight,EUR,1.54,SU,,,TRUE,,,272,0.27,1
51472,1065,334214,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,IHH1,IT Hosting or Hardware,22,ATO and CTO,Online Reservation Service,B1,FR,France,BT,T,Regional,R,International-Inter,OWNYNT,Own flight,EUR,1.54,SU,,,TRUE,,,272,0.27,1
51474,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,25,Online Altéa,Online Reservation Service,B1,NO,Norway,,T,Regional,R,International-Inter,,,EUR,16.05,BT,,,TRUE,,,408,1.85,1
51476,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,22,ATO and CTO,Online Reservation Service,D1,LK,Sri Lanka,,O,Global,T,International-Intra,,,EUR,-252.8,BT,,,TRUE,,,-5440,2.19,1
51478,1065,334214,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,IHH1,IT Hosting or Hardware,25,Online Altéa,Online Reservation Service,B1,LV,Latvia,BT,M,Local,T,International-Intra,OWNYNT,Own flight,EUR,70.84,SN,,,TRUE,,,12512,0.27,1
51480,1065,334212,11486,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,D2,KR,South Korea,,O,Global,R,International-Inter,,,USD,1.11,SU,,,TRUE,,,408,0.13,0.756756757
51482,1065,334212,11486,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,C,UY,Uruguay,,O,Global,T,International-Intra,,,USD,0.8,BT,,,TRUE,,,680,0.06,0.75
51484,1065,334212,11486,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,24,Online Travel Agency,Service Cancellation Charge,D2,KR,South Korea,,O,Global,R,International-Inter,,,USD,0.74,SU,,,TRUE,,,272,0.13,0.756756757
51486,1065,334212,11486,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,A1,CA,Canada,,O,Global,T,International-Intra,,,USD,0.84,BT,,,TRUE,,,408,0.1,0.75
51488,1065,334212,11485,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B2,AE,Unit.Arab Emir.,,O,Global,T,International-Intra,,,EUR,5.6,BT,,,TRUE,,,4760,0.06,1
51490,1065,334212,11485,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B2,CI,Ivory Coast,,O,Global,T,International-Intra,,,EUR,2.56,BT,,,TRUE,,,2176,0.06,1
51492,1065,334212,11485,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B2,ML,Mali,,O,Global,T,International-Intra,,,EUR,0.64,BT,,,TRUE,,,544,0.06,1
51494,1065,334212,11486,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,E,AU,Australia,,O,Global,R,International-Inter,,,USD,3.33,BT,,,TRUE,,,1224,0.13,0.753753754
51496,1065,334212,11486,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,E,AU,Australia,,O,Global,T,International-Intra,,,USD,48.47,BT,,,TRUE,,,17816,0.13,0.753455746
51498,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,25,Online Altéa,Online Reservation Service,B2,QA,Qatar,,O,Global,T,International-Intra,,,EUR,25.28,BT,,,TRUE,,,544,2.19,1
51500,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,22,ATO and CTO,Online Reservation Service,B1,AT,Austria,,T,Regional,T,International-Intra,,,EUR,-149.8,BT,,,TRUE,,,-3808,1.85,1
51502,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,22,ATO and CTO,Online Reservation Service,B1,DK,Denmark,,T,Regional,R,International-Inter,,,EUR,149.8,BT,,,TRUE,,,3808,1.85,1
51504,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,22,ATO and CTO,Online Reservation Service,B1,EE,Estonia,,T,Regional,T,International-Intra,,,EUR,10.7,BT,,,TRUE,,,272,1.85,1
51506,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,22,ATO and CTO,Online Reservation Service,B1,LT,Lithuania,,T,Regional,T,International-Intra,,,EUR,10.7,BT,,,TRUE,,,272,1.85,1
51508,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,22,ATO and CTO,Online Reservation Service,B1,NO,Norway,,T,Regional,T,International-Intra,,,EUR,26.75,BT,,,TRUE,,,680,1.85,1
51510,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,22,ATO and CTO,Online Reservation Service,B1,PL,Poland,,T,Regional,T,International-Intra,,,EUR,58.85,BT,,,TRUE,,,1496,1.85,1
51512,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,22,ATO and CTO,Online Reservation Service,B1,SE,Sweden,,T,Regional,T,International-Intra,,,EUR,149.8,BT,,,TRUE,,,3808,1.85,1
51514,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,25,Online Altéa,Online Reservation Service,B1,CH,Switzerland,,T,Regional,T,International-Intra,,,EUR,10.7,BT,,,TRUE,,,272,1.85,1
51516,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,25,Online Altéa,Online Reservation Service,B1,EE,Estonia,,T,Regional,T,International-Intra,,,EUR,10.7,BT,,,TRUE,,,272,1.85,1
51518,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,25,Online Altéa,Online Reservation Service,B1,GB,Great Britain,,T,Regional,T,International-Intra,,,EUR,21.4,BT,,,TRUE,,,544,1.85,1
51520,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,25,Online Altéa,Online Reservation Service,D2,JP,Japan,,O,Global,T,International-Intra,,,EUR,12.64,BT,,,TRUE,,,272,2.19,1
51522,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,25,Online Altéa,Online Reservation Service,B1,LU,Luxembourg,,T,Regional,T,International-Intra,,,EUR,21.4,BT,,,TRUE,,,544,1.85,1
51524,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,25,Online Altéa,Online Reservation Service,B3,RU,Russian Fed.,,O,Global,R,International-Inter,,,EUR,12.64,BT,,,TRUE,,,272,2.19,1
51526,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,25,Online Altéa,Online Reservation Service,B1,SE,Sweden,,T,Regional,T,International-Intra,,,EUR,155.15,BT,,,TRUE,,,3944,1.85,1
51528,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,25,Online Altéa,Online Reservation Service,A1,US,USA,,O,Global,T,International-Intra,,,EUR,37.92,BT,,,TRUE,,,816,2.19,1
51530,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,22,ATO and CTO,Online Reservation Service,B1,FI,Finland,,T,Regional,T,International-Intra,,,EUR,21.4,BT,,,TRUE,,,544,1.85,1
51532,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,22,ATO and CTO,Online Reservation Service,B1,PT,Portugal,,T,Regional,T,International-Intra,,,EUR,48.15,BT,,,TRUE,,,1224,1.85,1
51534,1065,334212,11485,2014,8,2014,8,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,25,Online Altéa,Online Reservation Service,B1,DE,Germany,,T,Regional,T,International-Intra,,,EUR,5.35,BT,,,TRUE,,,136,1.85,1
51536,1065,334212,11485,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B3,TJ,Tajikistan,,O,Global,R,International-Inter,,,EUR,2.56,BT,,,TRUE,,,2176,0.06,1
51538,1065,334212,11485,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B3,UZ,Uzbekistan,,O,Global,R,International-Inter,,,EUR,17.28,HY,,,TRUE,,,14688,0.06,1
51540,1065,334212,11485,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B3,UZ,Uzbekistan,,O,Global,T,International-Intra,,,EUR,37.44,BT,,,TRUE,,,31824,0.06,1
51542,1065,334212,11485,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,24,Online Travel Agency,Service Cancellation Charge,B3,KZ,Kazakhstan,,O,Global,R,International-Inter,,,EUR,0.32,UN,,,TRUE,,,272,0.06,1
51544,1065,334212,11485,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B1,CH,Switzerland,,T,Regional,R,International-Inter,,,EUR,0.16,SU,,,TRUE,,,136,0.06,1
51546,1065,334212,11485,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B1,CH,Switzerland,,T,Regional,R,International-Inter,,,EUR,0.16,HY,,,TRUE,,,136,0.06,1
51548,1065,334212,11485,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,24,Online Travel Agency,Service Cancellation Charge,B1,CH,Switzerland,,T,Regional,T,International-Intra,,,EUR,19.2,BT,,,TRUE,,,16320,0.06,1
51550,1065,334212,11486,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,C,CL,Chile,,O,Global,T,International-Intra,,,USD,2.24,BT,,,TRUE,,,1904,0.06,0.754464286
51552,1065,334212,11486,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,D2,CN,China,,O,Global,T,International-Intra,,,USD,37.74,BT,,,TRUE,,,13872,0.13,0.753312136
51554,1065,334212,11486,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,C,CO,Colombia,,O,Global,T,International-Intra,,,USD,0.32,BT,,,TRUE,,,272,0.06,0.75
51556,1065,334212,11485,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B1,HR,Croatia,,T,Regional,T,International-Intra,,,EUR,30.72,BT,,,TRUE,,,26112,0.06,1
51558,1065,334212,11485,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,24,Online Travel Agency,Service Cancellation Charge,B1,HR,Croatia,,T,Regional,T,International-Intra,,,EUR,0.32,BT,,,TRUE,,,272,0.06,1
51560,1065,334212,11485,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B1,CZ,Czech Republic,,T,Regional,R,International-Inter,,,EUR,1.44,BT,,,TRUE,,,1224,0.06,1
51562,1065,334212,11485,2014,8,2014,8,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B1,CZ,Czech Republic,,T,Regional,T,International-Intra,,,EUR,64,BT,,,TRUE,,,54400,0.06,1
